LAB_ar,LAB_tr,LAB1,LAB2,LAB3,LAB4,C1,C2,C3,C4,P1,P2,P3,P4,M1,M2,M3,M4
حنجد,ḤNǦD,Ḥ,N,Ǧ,D,6,25,5,8,8,4,5,4,3,5,1,1
حنجر,ḤNǦR,Ḥ,N,Ǧ,R,6,25,5,10,8,4,5,4,3,5,1,8
حنجف,ḤNǦF,Ḥ,N,Ǧ,F,6,25,5,20,8,4,5,2,3,5,1,3
حنجل,ḤNǦL,Ḥ,N,Ǧ,L,6,25,5,23,8,4,5,4,3,5,1,6
حنحن,ḤNḤN,Ḥ,N,Ḥ,N,6,25,6,25,8,4,8,4,3,5,3,5
حندج,ḤNDǦ,Ḥ,N,D,Ǧ,6,25,8,5,8,4,4,5,3,5,1,1
حندر,ḤNDR,Ḥ,N,D,R,6,25,8,10,8,4,4,4,3,5,1,8
حندس,ḤNDS,Ḥ,N,D,S,6,25,8,12,8,4,4,4,3,5,1,3
حندق,ḤNDQ,Ḥ,N,D,Q,6,25,8,21,8,4,4,7,3,5,1,1
حندل,ḤNDL,Ḥ,N,D,L,6,25,8,23,8,4,4,4,3,5,1,6
حندم,ḤNDM,Ḥ,N,D,M,6,25,8,24,8,4,4,1,3,5,1,5
حنذم,ḤNḎM,Ḥ,N,Ḏ,M,6,25,9,24,8,4,3,1,3,5,3,5
حنزب,ḤNZB,Ḥ,N,Z,B,6,25,11,2,8,4,4,1,3,5,3,1
حنزر,ḤNZR,Ḥ,N,Z,R,6,25,11,10,8,4,4,4,3,5,3,8
حنضج,ḤNḌǦ,Ḥ,N,Ḍ,Ǧ,6,25,15,5,8,4,4,5,3,5,7,1
حنضل,ḤNḌL,Ḥ,N,Ḍ,L,6,25,15,23,8,4,4,4,3,5,7,6
حنطأ,ḤNṬʾ,Ḥ,N,Ṭ,ʾ,6,25,16,1,8,4,4,9,3,5,2,1
حنطب,ḤNṬB,Ḥ,N,Ṭ,B,6,25,16,2,8,4,4,1,3,5,2,1
حنظب,ḤNẒB,Ḥ,N,Ẓ,B,6,25,17,2,8,4,3,1,3,5,4,1
حنظل,ḤNẒL,Ḥ,N,Ẓ,L,6,25,17,23,8,4,3,4,3,5,4,6
حنفس,ḤNFS,Ḥ,N,F,S,6,25,20,12,8,4,2,4,3,5,3,3
حنفش,ḤNFŠ,Ḥ,N,F,Š,6,25,20,13,8,4,2,5,3,5,3,3
حنفص,ḤNFṢ,Ḥ,N,F,Ṣ,6,25,20,14,8,4,2,4,3,5,3,4
حنقط,ḤNQṬ,Ḥ,N,Q,Ṭ,6,25,21,16,8,4,7,4,3,5,1,2
حنكل,ḤNKL,Ḥ,N,K,L,6,25,22,23,8,4,6,4,3,5,1,6
حوكل,ḤWKL,Ḥ,W,K,L,6,27,22,23,8,6,6,4,3,9,1,6
خبتل,ḪBTL,Ḫ,B,T,L,7,2,3,23,7,1,4,4,3,1,1,6
خبجر,ḪBǦR,Ḫ,B,Ǧ,R,7,2,5,10,7,1,5,4,3,1,1,8
خبذع,ḪBḎʿ,Ḫ,B,Ḏ,ʿ,7,2,9,18,7,1,3,8,3,1,3,3
خبرع,ḪBRʿ,Ḫ,B,R,ʿ,7,2,10,18,7,1,4,8,3,1,8,3
خبرق,ḪBRQ,Ḫ,B,R,Q,7,2,10,21,7,1,4,7,3,1,8,1
خبعث,ḪBʿṮ,Ḫ,B,ʿ,Ṯ,7,2,18,4,7,1,8,3,3,1,3,3
خبعج,ḪBʿǦ,Ḫ,B,ʿ,Ǧ,7,2,18,5,7,1,8,5,3,1,3,1
خبند,ḪBND,Ḫ,B,N,D,7,2,25,8,7,1,4,4,3,1,5,1
خترب,ḪTRB,Ḫ,T,R,B,7,3,10,2,7,4,4,1,3,1,8,1
خترم,ḪTRM,Ḫ,T,R,M,7,3,10,24,7,4,4,1,3,1,8,5
ختعر,ḪTʿR,Ḫ,T,ʿ,R,7,3,18,10,7,4,8,4,3,1,3,8
ختعل,ḪTʿL,Ḫ,T,ʿ,L,7,3,18,23,7,4,8,4,3,1,3,6
ختلع,ḪTLʿ,Ḫ,T,L,ʿ,7,3,23,18,7,4,4,8,3,1,6,3
خثرم,ḪṮRM,Ḫ,Ṯ,R,M,7,4,10,24,7,3,4,1,3,3,8,5
خثعب,ḪṮʿB,Ḫ,Ṯ,ʿ,B,7,4,18,2,7,3,8,1,3,3,3,1
خثعج,ḪṮʿǦ,Ḫ,Ṯ,ʿ,Ǧ,7,4,18,5,7,3,8,5,3,3,3,1
خثعم,ḪṮʿM,Ḫ,Ṯ,ʿ,M,7,4,18,24,7,3,8,1,3,3,3,5
خثلم,ḪṮLM,Ḫ,Ṯ,L,M,7,4,23,24,7,3,4,1,3,3,6,5
خدفل,ḪDFL,Ḫ,D,F,L,7,8,20,23,7,4,2,4,3,1,3,6
خدلب,ḪDLB,Ḫ,D,L,B,7,8,23,2,7,4,4,1,3,1,6,1
خدلج,ḪDLǦ,Ḫ,D,L,Ǧ,7,8,23,5,7,4,4,5,3,1,6,1
خدنق,ḪDNQ,Ḫ,D,N,Q,7,8,25,21,7,4,4,7,3,1,5,1
خذرع,ḪḎRʿ,Ḫ,Ḏ,R,ʿ,7,9,10,18,7,3,4,8,3,3,8,3
خذرف,ḪḎRF,Ḫ,Ḏ,R,F,7,9,10,20,7,3,4,2,3,3,8,3
خذرق,ḪḎRQ,Ḫ,Ḏ,R,Q,7,9,10,21,7,3,4,7,3,3,8,1
خذعب,ḪḎʿB,Ḫ,Ḏ,ʿ,B,7,9,18,2,7,3,8,1,3,3,3,1
خذعل,ḪḎʿL,Ḫ,Ḏ,ʿ,L,7,9,18,23,7,3,8,4,3,3,3,6
خذعن,ḪḎʿN,Ḫ,Ḏ,ʿ,N,7,9,18,25,7,3,8,4,3,3,3,5
خذفر,ḪḎFR,Ḫ,Ḏ,F,R,7,9,20,10,7,3,2,4,3,3,3,8
خذلج,ḪḎLǦ,Ḫ,Ḏ,L,Ǧ,7,9,23,5,7,3,4,5,3,3,6,1
خذلم,ḪḎLM,Ḫ,Ḏ,L,M,7,9,23,24,7,3,4,1,3,3,6,5
خذنق,ḪḎNQ,Ḫ,Ḏ,N,Q,7,9,25,21,7,3,4,7,3,3,5,1
خربز,ḪRBZ,Ḫ,R,B,Z,7,10,2,11,7,4,1,4,3,8,1,3
خربس,ḪRBS,Ḫ,R,B,S,7,10,2,12,7,4,1,4,3,8,1,3
خربش,ḪRBŠ,Ḫ,R,B,Š,7,10,2,13,7,4,1,5,3,8,1,3
خربص,ḪRBṢ,Ḫ,R,B,Ṣ,7,10,2,14,7,4,1,4,3,8,1,4
خربق,ḪRBQ,Ḫ,R,B,Q,7,10,2,21,7,4,1,7,3,8,1,1
خرثم,ḪRṮM,Ḫ,R,Ṯ,M,7,10,4,24,7,4,3,1,3,8,3,5
خردب,ḪRDB,Ḫ,R,D,B,7,10,8,2,7,4,4,1,3,8,1,1
خردق,ḪRDQ,Ḫ,R,D,Q,7,10,8,21,7,4,4,7,3,8,1,1
خردل,ḪRDL,Ḫ,R,D,L,7,10,8,23,7,4,4,4,3,8,1,6
خرذل,ḪRḎL,Ḫ,R,Ḏ,L,7,10,9,23,7,4,3,4,3,8,3,6
خرشب,ḪRŠB,Ḫ,R,Š,B,7,10,13,2,7,4,5,1,3,8,3,1
خرشف,ḪRŠF,Ḫ,R,Š,F,7,10,13,20,7,4,5,2,3,8,3,3
خرشم,ḪRŠM,Ḫ,R,Š,M,7,10,13,24,7,4,5,1,3,8,3,5
خرطم,ḪRṬM,Ḫ,R,Ṭ,M,7,10,16,24,7,4,4,1,3,8,2,5
خرطن,ḪRṬN,Ḫ,R,Ṭ,N,7,10,16,25,7,4,4,4,3,8,2,5
خرعب,ḪRʿB,Ḫ,R,ʿ,B,7,10,18,2,7,4,8,1,3,8,3,1
خرفج,ḪRFǦ,Ḫ,R,F,Ǧ,7,10,20,5,7,4,2,5,3,8,3,1
خرفش,ḪRFŠ,Ḫ,R,F,Š,7,10,20,13,7,4,2,5,3,8,3,3
خرفع,ḪRFʿ,Ḫ,R,F,ʿ,7,10,20,18,7,4,2,8,3,8,3,3
خرفق,ḪRFQ,Ḫ,R,F,Q,7,10,20,21,7,4,2,7,3,8,3,1
خرقف,ḪRQF,Ḫ,R,Q,F,7,10,21,20,7,4,7,2,3,8,1,3
خرقل,ḪRQL,Ḫ,R,Q,L,7,10,21,23,7,4,7,4,3,8,1,6
خرمد,ḪRMD,Ḫ,R,M,D,7,10,24,8,7,4,1,4,3,8,5,1
خرمس,ḪRMS,Ḫ,R,M,S,7,10,24,12,7,4,1,4,3,8,5,3
خرمش,ḪRMŠ,Ḫ,R,M,Š,7,10,24,13,7,4,1,5,3,8,5,3
خرمص,ḪRMṢ,Ḫ,R,M,Ṣ,7,10,24,14,7,4,1,4,3,8,5,4
خرمق,ḪRMQ,Ḫ,R,M,Q,7,10,24,21,7,4,1,7,3,8,5,1
خرمل,ḪRML,Ḫ,R,M,L,7,10,24,23,7,4,1,4,3,8,5,6
خرنب,ḪRNB,Ḫ,R,N,B,7,10,25,2,7,4,4,1,3,8,5,1
خرنف,ḪRNF,Ḫ,R,N,F,7,10,25,20,7,4,4,2,3,8,5,3
خرنق,ḪRNQ,Ḫ,R,N,Q,7,10,25,21,7,4,4,7,3,8,5,1
خزبز,ḪZBZ,Ḫ,Z,B,Z,7,11,2,11,7,4,1,4,3,3,1,3
خزرب,ḪZRB,Ḫ,Z,R,B,7,11,10,2,7,4,4,1,3,3,8,1
خزرج,ḪZRǦ,Ḫ,Z,R,Ǧ,7,11,10,5,7,4,4,5,3,3,8,1
خزرف,ḪZRF,Ḫ,Z,R,F,7,11,10,20,7,4,4,2,3,3,8,3
خزرق,ḪZRQ,Ḫ,Z,R,Q,7,11,10,21,7,4,4,7,3,3,8,1
خزعل,ḪZʿL,Ḫ,Z,ʿ,L,7,11,18,23,7,4,8,4,3,3,3,6
خزلب,ḪZLB,Ḫ,Z,L,B,7,11,23,2,7,4,4,1,3,3,6,1
خسفج,ḪSFǦ,Ḫ,S,F,Ǧ,7,12,20,5,7,4,2,5,3,3,3,1
خشرم,ḪŠRM,Ḫ,Š,R,M,7,13,10,24,7,5,4,1,3,3,8,5
خصلف,ḪṢLF,Ḫ,Ṣ,L,F,7,14,23,20,7,4,4,2,3,4,6,3
خضرب,ḪḌRB,Ḫ,Ḍ,R,B,7,15,10,2,7,4,4,1,3,7,8,1
خضرع,ḪḌRʿ,Ḫ,Ḍ,R,ʿ,7,15,10,18,7,4,4,8,3,7,8,3
خضرف,ḪḌRF,Ḫ,Ḍ,R,F,7,15,10,20,7,4,4,2,3,7,8,3
خضرم,ḪḌRM,Ḫ,Ḍ,R,M,7,15,10,24,7,4,4,1,3,7,8,5
خضعب,ḪḌʿB,Ḫ,Ḍ,ʿ,B,7,15,18,2,7,4,8,1,3,7,3,1
خضلب,ḪḌLB,Ḫ,Ḍ,L,B,7,15,23,2,7,4,4,1,3,7,6,1
خضلف,ḪḌLF,Ḫ,Ḍ,L,F,7,15,23,20,7,4,4,2,3,7,6,3
خطرب,ḪṬRB,Ḫ,Ṭ,R,B,7,16,10,2,7,4,4,1,3,2,8,1
خطرف,ḪṬRF,Ḫ,Ṭ,R,F,7,16,10,20,7,4,4,2,3,2,8,3
خطلب,ḪṬLB,Ḫ,Ṭ,L,B,7,16,23,2,7,4,4,1,3,2,6,1
خظرف,ḪẒRF,Ḫ,Ẓ,R,F,7,17,10,20,7,3,4,2,3,4,8,3
خفتر,ḪFTR,Ḫ,F,T,R,7,20,3,10,7,2,4,4,3,3,1,8
خفثل,ḪFṮL,Ḫ,F,Ṯ,L,7,20,4,23,7,2,3,4,3,3,3,6
خفجل,ḪFǦL,Ḫ,F,Ǧ,L,7,20,5,23,7,2,5,4,3,3,1,6
خفشل,ḪFŠL,Ḫ,F,Š,L,7,20,13,23,7,2,5,4,3,3,3,6
خلبج,ḪLBǦ,Ḫ,L,B,Ǧ,7,23,2,5,7,4,1,5,3,6,1,1
خلبس,ḪLBS,Ḫ,L,B,S,7,23,2,12,7,4,1,4,3,6,1,3
خلبص,ḪLBṢ,Ḫ,L,B,Ṣ,7,23,2,14,7,4,1,4,3,6,1,4
خلجم,ḪLǦM,Ḫ,L,Ǧ,M,7,23,5,24,7,4,5,1,3,6,1,5
خلنج,ḪLNǦ,Ḫ,L,N,Ǧ,7,23,25,5,7,4,4,5,3,6,5,1
خمجر,ḪMǦR,Ḫ,M,Ǧ,R,7,24,5,10,7,1,5,4,3,5,1,8
خمطر,ḪMṬR,Ḫ,M,Ṭ,R,7,24,16,10,7,1,4,4,3,5,2,8
خنبت,ḪNBT,Ḫ,N,B,T,7,25,2,3,7,4,1,4,3,5,1,1
خنبث,ḪNBṮ,Ḫ,N,B,Ṯ,7,25,2,4,7,4,1,3,3,5,1,3
خنبج,ḪNBǦ,Ḫ,N,B,Ǧ,7,25,2,5,7,4,1,5,3,5,1,1
خنبس,ḪNBS,Ḫ,N,B,S,7,25,2,12,7,4,1,4,3,5,1,3
خنبش,ḪNBŠ,Ḫ,N,B,Š,7,25,2,13,7,4,1,5,3,5,1,3
خنبص,ḪNBṢ,Ḫ,N,B,Ṣ,7,25,2,14,7,4,1,4,3,5,1,4
خنبع,ḪNBʿ,Ḫ,N,B,ʿ,7,25,2,18,7,4,1,8,3,5,1,3
خنبق,ḪNBQ,Ḫ,N,B,Q,7,25,2,21,7,4,1,7,3,5,1,1
خنبل,ḪNBL,Ḫ,N,B,L,7,25,2,23,7,4,1,4,3,5,1,6
خنتر,ḪNTR,Ḫ,N,T,R,7,25,3,10,7,4,4,4,3,5,1,8
خنتص,ḪNTṢ,Ḫ,N,T,Ṣ,7,25,3,14,7,4,4,4,3,5,1,4
خنتع,ḪNTʿ,Ḫ,N,T,ʿ,7,25,3,18,7,4,4,8,3,5,1,3
خنثب,ḪNṮB,Ḫ,N,Ṯ,B,7,25,4,2,7,4,3,1,3,5,3,1
خنثر,ḪNṮR,Ḫ,N,Ṯ,R,7,25,4,10,7,4,3,4,3,5,3,8
خنثل,ḪNṮL,Ḫ,N,Ṯ,L,7,25,4,23,7,4,3,4,3,5,3,6
خنجر,ḪNǦR,Ḫ,N,Ǧ,R,7,25,5,10,7,4,5,4,3,5,1,8
خنجل,ḪNǦL,Ḫ,N,Ǧ,L,7,25,5,23,7,4,5,4,3,5,1,6
خندب,ḪNDB,Ḫ,N,D,B,7,25,8,2,7,4,4,1,3,5,1,1
خندع,ḪNDʿ,Ḫ,N,D,ʿ,7,25,8,18,7,4,4,8,3,5,1,3
خندف,ḪNDF,Ḫ,N,D,F,7,25,8,20,7,4,4,2,3,5,1,3
خندق,ḪNDQ,Ḫ,N,D,Q,7,25,8,21,7,4,4,7,3,5,1,1
خندم,ḪNDM,Ḫ,N,D,M,7,25,8,24,7,4,4,1,3,5,1,5
خنذع,ḪNḎʿ,Ḫ,N,Ḏ,ʿ,7,25,9,18,7,4,3,8,3,5,3,3
خنزب,ḪNZB,Ḫ,N,Z,B,7,25,11,2,7,4,4,1,3,5,3,1
خنزج,ḪNZǦ,Ḫ,N,Z,Ǧ,7,25,11,5,7,4,4,5,3,5,3,1
خنزر,ḪNZR,Ḫ,N,Z,R,7,25,11,10,7,4,4,4,3,5,3,8
خنسر,ḪNSR,Ḫ,N,S,R,7,25,12,10,7,4,4,4,3,5,3,8
خنشع,ḪNŠʿ,Ḫ,N,Š,ʿ,7,25,13,18,7,4,5,8,3,5,3,3
خنشل,ḪNŠL,Ḫ,N,Š,L,7,25,13,23,7,4,5,4,3,5,3,6
خنصر,ḪNṢR,Ḫ,N,Ṣ,R,7,25,14,10,7,4,4,4,3,5,4,8
خنضب,ḪNḌB,Ḫ,N,Ḍ,B,7,25,15,2,7,4,4,1,3,5,7,1
خنطث,ḪNṬṮ,Ḫ,N,Ṭ,Ṯ,7,25,16,4,7,4,4,3,3,5,2,3
خنطل,ḪNṬL,Ḫ,N,Ṭ,L,7,25,16,23,7,4,4,4,3,5,2,6
خنظب,ḪNẒB,Ḫ,N,Ẓ,B,7,25,17,2,7,4,3,1,3,5,4,1
خنظر,ḪNẒR,Ḫ,N,Ẓ,R,7,25,17,10,7,4,3,4,3,5,4,8
خنعب,ḪNʿB,Ḫ,N,ʿ,B,7,25,18,2,7,4,8,1,3,5,3,1
خنعج,ḪNʿǦ,Ḫ,N,ʿ,Ǧ,7,25,18,5,7,4,8,5,3,5,3,1
خنعس,ḪNʿS,Ḫ,N,ʿ,S,7,25,18,12,7,4,8,4,3,5,3,3
خنعق,ḪNʿQ,Ḫ,N,ʿ,Q,7,25,18,21,7,4,8,7,3,5,3,1
خنفث,ḪNFṮ,Ḫ,N,F,Ṯ,7,25,20,4,7,4,2,3,3,5,3,3
خنفج,ḪNFǦ,Ḫ,N,F,Ǧ,7,25,20,5,7,4,2,5,3,5,3,1
خنفر,ḪNFR,Ḫ,N,F,R,7,25,20,10,7,4,2,4,3,5,3,8
خنفس,ḪNFS,Ḫ,N,F,S,7,25,20,12,7,4,2,4,3,5,3,3
خنفع,ḪNFʿ,Ḫ,N,F,ʿ,7,25,20,18,7,4,2,8,3,5,3,3
خنفق,ḪNFQ,Ḫ,N,F,Q,7,25,20,21,7,4,2,7,3,5,3,1
خهفع,ḪHFʿ,Ḫ,H,F,ʿ,7,26,20,18,7,9,2,8,3,3,3,3
دأدأ,DʾDʾ,D,ʾ,D,ʾ,8,1,8,1,4,9,4,9,1,1,1,1
دبخس,DBḪS,D,B,Ḫ,S,8,2,7,12,4,1,7,4,1,1,3,3
دبعك,DBʿK,D,B,ʿ,K,8,2,18,22,4,1,8,6,1,1,3,1
دبكل,DBKL,D,B,K,L,8,2,22,23,4,1,6,4,1,1,1,6
دحجب,DḤǦB,D,Ḥ,Ǧ,B,8,6,5,2,4,8,5,1,1,3,1,1
دحرج,DḤRǦ,D,Ḥ,R,Ǧ,8,6,10,5,4,8,4,5,1,3,8,1
دحرض,DḤRḌ,D,Ḥ,R,Ḍ,8,6,10,15,4,8,4,4,1,3,8,7
دحسم,DḤSM,D,Ḥ,S,M,8,6,12,24,4,8,4,1,1,3,3,5
دحقل,DḤQL,D,Ḥ,Q,L,8,6,21,23,4,8,7,4,1,3,1,6
دحلط,DḤLṬ,D,Ḥ,L,Ṭ,8,6,23,16,4,8,4,4,1,3,6,2
دحلق,DḤLQ,D,Ḥ,L,Q,8,6,23,21,4,8,4,7,1,3,6,1
دحلم,DḤLM,D,Ḥ,L,M,8,6,23,24,4,8,4,1,1,3,6,5
دحمر,DḤMR,D,Ḥ,M,R,8,6,24,10,4,8,1,4,1,3,5,8
دحمس,DḤMS,D,Ḥ,M,S,8,6,24,12,4,8,1,4,1,3,5,3
دحمق,DḤMQ,D,Ḥ,M,Q,8,6,24,21,4,8,1,7,1,3,5,1
دحمل,DḤML,D,Ḥ,M,L,8,6,24,23,4,8,1,4,1,3,5,6
دخبش,DḪBŠ,D,Ḫ,B,Š,8,7,2,13,4,7,1,5,1,3,1,3
دخدب,DḪDB,D,Ḫ,D,B,8,7,8,2,4,7,4,1,1,3,1,1
دخدر,DḪDR,D,Ḫ,D,R,8,7,8,10,4,7,4,4,1,3,1,8
دخرص,DḪRṢ,D,Ḫ,R,Ṣ,8,7,10,14,4,7,4,4,1,3,8,4
دخشم,DḪŠM,D,Ḫ,Š,M,8,7,13,24,4,7,5,1,1,3,3,5
دخشن,DḪŠN,D,Ḫ,Š,N,8,7,13,25,4,7,5,4,1,3,3,5
دخمس,DḪMS,D,Ḫ,M,S,8,7,24,12,4,7,1,4,1,3,5,3
دخنس,DḪNS,D,Ḫ,N,S,8,7,25,12,4,7,4,4,1,3,5,3
دربج,DRBǦ,D,R,B,Ǧ,8,10,2,5,4,4,1,5,1,8,1,1
دربح,DRBḤ,D,R,B,Ḥ,8,10,2,6,4,4,1,8,1,8,1,3
دربخ,DRBḪ,D,R,B,Ḫ,8,10,2,7,4,4,1,7,1,8,1,3
دربس,DRBS,D,R,B,S,8,10,2,12,4,4,1,4,1,8,1,3
دربل,DRBL,D,R,B,L,8,10,2,23,4,4,1,4,1,8,1,6
دربن,DRBN,D,R,B,N,8,10,2,25,4,4,1,4,1,8,1,5
درثع,DRṮʿ,D,R,Ṯ,ʿ,8,10,4,18,4,4,3,8,1,8,3,3
درحي,DRḤY,D,R,Ḥ,Y,8,10,6,28,4,4,8,5,1,8,3,9
درخم,DRḪM,D,R,Ḫ,M,8,10,7,24,4,4,7,1,1,8,3,5
دردب,DRDB,D,R,D,B,8,10,8,2,4,4,4,1,1,8,1,1
دردج,DRDǦ,D,R,D,Ǧ,8,10,8,5,4,4,4,5,1,8,1,1
دردح,DRDḤ,D,R,D,Ḥ,8,10,8,6,4,4,4,8,1,8,1,3
دردق,DRDQ,D,R,D,Q,8,10,8,21,4,4,4,7,1,8,1,1
دردم,DRDM,D,R,D,M,8,10,8,24,4,4,4,1,1,8,1,5
درشق,DRŠQ,D,R,Š,Q,8,10,13,21,4,4,5,7,1,8,3,1
درطس,DRṬS,D,R,Ṭ,S,8,10,16,12,4,4,4,4,1,8,2,3
درعب,DRʿB,D,R,ʿ,B,8,10,18,2,4,4,8,1,1,8,3,1
درعث,DRʿṮ,D,R,ʿ,Ṯ,8,10,18,4,4,4,8,3,1,8,3,3
درعس,DRʿS,D,R,ʿ,S,8,10,18,12,4,4,8,4,1,8,3,3
درعش,DRʿŠ,D,R,ʿ,Š,8,10,18,13,4,4,8,5,1,8,3,3
درعف,DRʿF,D,R,ʿ,F,8,10,18,20,4,4,8,2,1,8,3,3
درعم,DRʿM,D,R,ʿ,M,8,10,18,24,4,4,8,1,1,8,3,5
درغش,DRĠŠ,D,R,Ġ,Š,8,10,19,13,4,4,7,5,1,8,3,3
درفس,DRFS,D,R,F,S,8,10,20,12,4,4,2,4,1,8,3,3
درفق,DRFQ,D,R,F,Q,8,10,20,21,4,4,2,7,1,8,3,1
درقع,DRQʿ,D,R,Q,ʿ,8,10,21,18,4,4,7,8,1,8,1,3
درقل,DRQL,D,R,Q,L,8,10,21,23,4,4,7,4,1,8,1,6
درقم,DRQM,D,R,Q,M,8,10,21,24,4,4,7,1,1,8,1,5
درقن,DRQN,D,R,Q,N,8,10,21,25,4,4,7,4,1,8,1,5
دركل,DRKL,D,R,K,L,8,10,22,23,4,4,6,4,1,8,1,6
درمج,DRMǦ,D,R,M,Ǧ,8,10,24,5,4,4,1,5,1,8,5,1
درمس,DRMS,D,R,M,S,8,10,24,12,4,4,1,4,1,8,5,3
درمص,DRMṢ,D,R,M,Ṣ,8,10,24,14,4,4,1,4,1,8,5,4
درمق,DRMQ,D,R,M,Q,8,10,24,21,4,4,1,7,1,8,5,1
درمك,DRMK,D,R,M,K,8,10,24,22,4,4,1,6,1,8,5,1
درنف,DRNF,D,R,N,F,8,10,25,20,4,4,4,2,1,8,5,3
درنك,DRNK,D,R,N,K,8,10,25,22,4,4,4,6,1,8,5,1
درهس,DRHS,D,R,H,S,8,10,26,12,4,4,9,4,1,8,3,3
درهم,DRHM,D,R,H,M,8,10,26,24,4,4,9,1,1,8,3,5
دريس,DRYS,D,R,Y,S,8,10,28,12,4,4,5,4,1,8,9,3
دسكر,DSKR,D,S,K,R,8,12,22,10,4,4,6,4,1,3,1,8
دعبث,DʿBṮ,D,ʿ,B,Ṯ,8,18,2,4,4,8,1,3,1,3,1,3
دعبع,DʿBʿ,D,ʿ,B,ʿ,8,18,2,18,4,8,1,8,1,3,1,3
دعبل,DʿBL,D,ʿ,B,L,8,18,2,23,4,8,1,4,1,3,1,6
دعتب,DʿTB,D,ʿ,T,B,8,18,3,2,4,8,4,1,1,3,1,1
دعثر,DʿṮR,D,ʿ,Ṯ,R,8,18,4,10,4,8,3,4,1,3,3,8
دعرب,DʿRB,D,ʿ,R,B,8,18,10,2,4,8,4,1,1,3,8,1
دعرم,DʿRM,D,ʿ,R,M,8,18,10,24,4,8,4,1,1,3,8,5
دعسب,DʿSB,D,ʿ,S,B,8,18,12,2,4,8,4,1,1,3,3,1
دعسج,DʿSǦ,D,ʿ,S,Ǧ,8,18,12,5,4,8,4,5,1,3,3,1
دعسر,DʿSR,D,ʿ,S,R,8,18,12,10,4,8,4,4,1,3,3,8
دعسق,DʿSQ,D,ʿ,S,Q,8,18,12,21,4,8,4,7,1,3,3,1
دعسم,DʿSM,D,ʿ,S,M,8,18,12,24,4,8,4,1,1,3,3,5
دعشق,DʿŠQ,D,ʿ,Š,Q,8,18,13,21,4,8,5,7,1,3,3,1
دعفص,DʿFṢ,D,ʿ,F,Ṣ,8,18,20,14,4,8,2,4,1,3,3,4
دعفق,DʿFQ,D,ʿ,F,Q,8,18,20,21,4,8,2,7,1,3,3,1
دعكر,DʿKR,D,ʿ,K,R,8,18,22,10,4,8,6,4,1,3,1,8
دعكس,DʿKS,D,ʿ,K,S,8,18,22,12,4,8,6,4,1,3,1,3
دعكن,DʿKN,D,ʿ,K,N,8,18,22,25,4,8,6,4,1,3,1,5
دعلب,DʿLB,D,ʿ,L,B,8,18,23,2,4,8,4,1,1,3,6,1
دعلج,DʿLǦ,D,ʿ,L,Ǧ,8,18,23,5,4,8,4,5,1,3,6,1
دعلق,DʿLQ,D,ʿ,L,Q,8,18,23,21,4,8,4,7,1,3,6,1
دعمص,DʿMṢ,D,ʿ,M,Ṣ,8,18,24,14,4,8,1,4,1,3,5,4
دعمظ,DʿMẒ,D,ʿ,M,Ẓ,8,18,24,17,4,8,1,3,1,3,5,4
دغرق,DĠRQ,D,Ġ,R,Q,8,19,10,21,4,7,4,7,1,3,8,1
دغفق,DĠFQ,D,Ġ,F,Q,8,19,20,21,4,7,2,7,1,3,3,1
دغفل,DĠFL,D,Ġ,F,L,8,19,20,23,4,7,2,4,1,3,3,6
دغمر,DĠMR,D,Ġ,M,R,8,19,24,10,4,7,1,4,1,3,5,8
دغمش,DĠMŠ,D,Ġ,M,Š,8,19,24,13,4,7,1,5,1,3,5,3
دغمص,DĠMṢ,D,Ġ,M,Ṣ,8,19,24,14,4,7,1,4,1,3,5,4
دفتر,DFTR,D,F,T,R,8,20,3,10,4,2,4,4,1,3,1,8
دفطس,DFṬS,D,F,Ṭ,S,8,20,16,12,4,2,4,4,1,3,2,3
دفنس,DFNS,D,F,N,S,8,20,25,12,4,2,4,4,1,3,5,3
دلبث,DLBṮ,D,L,B,Ṯ,8,23,2,4,4,4,1,3,1,6,1,3
دلبح,DLBḤ,D,L,B,Ḥ,8,23,2,6,4,4,1,8,1,6,1,3
دلثع,DLṮʿ,D,L,Ṯ,ʿ,8,23,4,18,4,4,3,8,1,6,3,3
دلثم,DLṮM,D,L,Ṯ,M,8,23,4,24,4,4,3,1,1,6,3,5
دلخم,DLḪM,D,L,Ḫ,M,8,23,7,24,4,4,7,1,1,6,3,5
دلظم,DLẒM,D,L,Ẓ,M,8,23,17,24,4,4,3,1,1,6,4,5
دلعث,DLʿṮ,D,L,ʿ,Ṯ,8,23,18,4,4,4,8,3,1,6,3,3
دلعس,DLʿS,D,L,ʿ,S,8,23,18,12,4,4,8,4,1,6,3,3
دلعك,DLʿK,D,L,ʿ,K,8,23,18,22,4,4,8,6,1,6,3,1
دلغف,DLĠF,D,L,Ġ,F,8,23,19,20,4,4,7,2,1,6,3,3
دلفص,DLFṢ,D,L,F,Ṣ,8,23,20,14,4,4,2,4,1,6,3,4
دلفق,DLFQ,D,L,F,Q,8,23,20,21,4,4,2,7,1,6,3,1
دلقم,DLQM,D,L,Q,M,8,23,21,24,4,4,7,1,1,6,1,5
دلمز,DLMZ,D,L,M,Z,8,23,24,11,4,4,1,4,1,6,5,3
دلمس,DLMS,D,L,M,S,8,23,24,12,4,4,1,4,1,6,5,3
